form_field, field_value
1,3
2,3
3,2
4,2
5,4
6,2
7,3
8,3
9,1
10,1
11,2
12,3
13,2
14,2
15,3
16,3
17,2
18,2
19,3
20,4
21,3
22,2
23,2
24,1
25,2
26,3
27,4
28,2
29,3
30,3
31,1
32,2
33,3
34,2
35,2
36,3
37,2
38,2
39,3
40,1

id,X,Y,Exploit,Replenishment Rate,Rewarding
0,729,600,2,4,false
1,521,600,23,4,true
2,375,454,41,4,true
3,375,246,2,4,false
4,521,100,47,4,true
5,729,100,3,4,false
6,875,246,4,4,true
7,875,454,2,4,false
-1,-1,-1,-1,7705,false
0,729,600,1,2,false
1,521,600,1,2,false
2,375,454,38,8,true
3,375,246,28,2,true
4,521,100,1,2,false
5,729,100,46,2,true
6,875,246,1,2,false
7,875,454,51,8,true
-1,-1,-1,-1,14155,false
0,729,600,29,2,true
1,521,600,1,2,false
2,375,454,1,2,false
3,375,246,46,4,true
4,521,100,42,8,true
5,729,100,1,2,false
6,875,246,54,16,true
7,875,454,1,2,false
-1,-1,-1,-1,17755,false

Normals
-2.5138513398917883
6.405813207265046
3.3297748372346385

id, exploit, reward, time
4,9,167,1:46.80
4,10,153,1:47.360
4,11,139,1:48.810
4,12,125,1:50.540
4,13,113,1:52.90
4,14,101,1:53.460
3,13,141,1:56.510
3,14,128,1:57.570
3,15,116,1:59.10
3,16,108,2:0.440
3,17,96,2:1.770
3,18,89,2:3.140
3,19,80,2:4.270
3,20,74,2:5.580
3,21,65,2:6.940
0,12,91,2:12.200
0,13,80,2:13.460
0,14,73,2:14.800
0,15,66,2:16.150
0,16,59,2:17.430
0,17,52,2:18.750
6,21,181,2:22.940
6,22,162,2:24.240
6,23,146,2:25.550
6,24,131,2:26.780
6,25,117,2:28.80
6,26,108,2:29.520
6,27,98,2:30.800
6,28,88,2:32.110
6,29,78,2:33.410
6,30,69,2:34.580
6,31,61,2:35.620
6,32,53,2:36.630
4,15,179,2:42.600
4,16,158,2:44.130
4,17,147,2:45.370
4,18,129,2:46.470
4,19,117,2:47.660
4,20,103,2:48.800
4,21,92,2:50.110
4,22,85,2:51.120
4,23,77,2:52.120
4,24,70,2:53.500
3,22,161,2:57.130
3,23,150,2:58.750
3,24,131,2:59.770
3,25,115,3:0.800
3,26,104,3:2.770
3,27,92,3:4.280
3,28,84,3:5.600
3,29,78,3:6.880
0,18,101,3:11.200
0,19,91,3:12.520
0,20,81,3:13.600
0,21,74,3:14.640
0,22,68,3:15.640
0,23,61,3:17.590
0,24,56,3:18.610
6,33,180,3:22.600
6,34,161,3:23.970
6,35,147,3:25.280
6,36,132,3:26.580
6,37,119,3:27.820
6,38,105,3:29.60
6,39,95,3:30.120
6,40,88,3:31.220
6,41,79,3:32.320
4,25,182,3:36.620
4,26,160,3:37.920
4,27,145,3:39.190
4,28,132,3:40.470
4,29,120,3:41.770
4,30,111,3:43.90
4,31,104,3:44.360
4,32,93,3:45.570
4,33,84,3:46.840
4,34,71,3:48.130
3,30,154,3:51.240
3,31,137,3:52.660
3,32,126,3:53.920
3,33,111,3:54.960
3,34,100,3:56.10
3,35,90,3:57.10
3,36,79,3:59.120
0,25,97,4:4.710
0,26,91,4:5.740
0,27,82,4:7.440
0,28,72,4:9.60
0,29,67,4:10.240
6,42,176,4:15.190
6,43,156,4:16.440
6,44,140,4:17.730
6,45,121,4:19.390
6,46,107,4:20.940
6,47,97,4:22.190
6,48,91,4:23.480
6,49,80,4:24.660
6,50,72,4:25.770
6,51,64,4:26.790
6,52,57,4:27.810
6,53,50,4:29.620
6,54,45,4:31.60
3,37,143,4:35.690
3,38,128,4:36.990
3,39,118,4:38.280
3,40,104,4:39.530
3,41,92,4:40.540
3,42,82,4:41.570
3,43,73,4:43.270
3,44,66,4:44.580
3,45,59,4:46.90
3,46,52,4:47.100
4,35,189,4:50.280
4,36,169,4:51.590
4,37,149,4:52.710
4,38,140,4:53.730
4,39,121,4:55.40
4,40,110,4:56.340
4,41,98,4:57.630
4,42,83,4:58.920
-1,-1,17755,undefined

difficulty
2
1
1
