form_field, field_value
1,3
2,4
3,2
4,2
5,3
6,1
7,1
8,3
9,2
10,2
11,4
12,2
13,1
14,1
15,3
16,3
17,2
18,2
19,2
20,3
21,4
22,2
23,3
24,2
25,2
26,2
27,3
28,3
29,3
30,4
31,1
32,2
33,3
34,3
35,2
36,2
37,3
38,3
39,3
40,2

id,X,Y,Exploit,Replenishment Rate,Rewarding
0,729,600,6,4,false
1,521,600,32,4,true
2,375,454,32,4,true
3,375,246,2,4,false
4,521,100,42,4,true
5,729,100,4,4,false
6,875,246,34,4,true
7,875,454,2,4,false
-1,-1,-1,-1,12523,false
0,729,600,2,2,false
1,521,600,2,2,false
2,375,454,53,8,true
3,375,246,31,2,true
4,521,100,1,2,false
5,729,100,33,2,true
6,875,246,1,2,false
7,875,454,57,8,true
-1,-1,-1,-1,17070,false
0,729,600,31,2,true
1,521,600,1,2,false
2,375,454,1,2,false
3,375,246,43,4,true
4,521,100,40,8,true
5,729,100,1,2,false
6,875,246,48,16,true
7,875,454,1,2,false
-1,-1,-1,-1,16675,false

Normals
8.159710893082044
-7.5700312452871765
-4.281133426849573

id, exploit, reward, time
4,28,24,3:6.640
4,29,21,3:7.660
4,30,18,3:8.780
4,31,15,3:9.930
4,32,13,3:11.40
4,33,11,3:12.100
6,12,172,3:15.760
6,13,155,3:16.800
6,14,144,3:17.840
6,15,124,3:19.10
6,16,111,3:20.130
6,17,97,3:21.190
6,18,86,3:22.230
6,19,75,3:23.280
6,20,70,3:24.320
6,21,62,3:25.360
6,22,55,3:26.430
6,23,47,3:27.430
1,16,174,3:31.930
1,17,155,3:33.0
1,18,140,3:34.140
1,19,123,3:35.210
1,20,110,3:36.350
1,21,99,3:37.460
1,22,88,3:38.460
1,23,78,3:39.630
1,24,68,3:40.650
1,25,62,3:41.660
1,26,56,3:42.810
2,16,177,3:45.920
2,17,160,3:47.50
2,18,143,3:48.130
2,19,128,3:49.260
2,20,117,3:50.290
2,21,107,3:51.320
2,22,91,3:52.780
2,23,81,3:53.840
4,34,120,3:58.60
4,35,108,3:59.200
4,36,97,4:11.890
6,24,124,4:15.770
6,25,110,4:16.850
6,26,97,4:18.60
6,27,90,4:19.70
6,28,78,4:20.110
6,29,68,4:21.130
6,30,59,4:22.140
6,31,53,4:23.290
1,27,121,4:27.880
1,28,111,4:29.90
1,29,97,4:30.170
1,30,90,4:31.240
1,31,83,4:32.350
1,32,72,4:33.390
2,24,140,4:35.720
2,25,122,4:36.780
2,26,111,4:37.900
2,27,99,4:39.20
2,28,88,4:40.100
2,29,80,4:41.180
2,30,72,4:42.330
2,31,64,4:43.460
2,32,56,4:44.490
4,37,164,4:48.160
4,38,145,4:49.210
4,39,130,4:50.210
4,40,118,4:51.330
4,41,106,4:52.470
4,42,93,4:53.650
6,32,124,4:56.950
6,33,110,4:58.80
6,34,99,4:59.90
-1,-1,12523,undefined
5,1,56,0:3.270
6,1,0,0:6.40
7,1,61,0:8.720
0,1,0,0:11.720
1,1,0,0:14.580
2,1,71,0:17.710
3,1,60,0:23.120
3,2,55,0:24.160
4,1,0,0:26.890
5,2,59,0:29.610
5,3,54,0:30.850
7,2,91,0:34.440
7,3,84,0:35.700
0,2,0,0:38.310
1,2,0,0:41.200
2,2,106,0:44.970
2,3,99,0:46.210
3,3,59,0:48.420
3,4,53,0:49.540
3,5,47,0:50.660
3,6,42,0:51.810
3,7,38,0:52.810
2,4,121,0:55.20
2,5,112,0:56.190
2,6,102,0:57.190
2,7,94,0:58.200
2,8,83,0:59.360
2,9,74,1:0.370
2,10,67,1:1.450
5,4,77,1:6.570
5,5,67,1:7.730
5,6,61,1:8.730
5,7,54,1:9.860
5,8,50,1:10.900
5,9,45,1:11.910
5,10,40,1:12.960
7,4,181,1:16.530
7,5,164,1:17.630
7,6,145,1:18.750
7,7,131,1:19.770
7,8,118,1:20.820
7,9,103,1:21.850
7,10,93,1:22.870
7,11,84,1:23.930
7,12,75,1:24.980
7,13,67,1:26.60
7,14,62,1:27.140
2,11,181,1:31.380
2,12,171,1:32.440
2,13,164,1:33.690
2,14,149,1:34.770
2,15,135,1:35.860
2,16,119,1:36.930
2,17,114,1:38.10
2,18,104,1:39.50
2,19,89,1:40.170
3,8,88,1:42.980
3,9,78,1:44.150
5,11,82,1:47.870
7,15,141,1:51.640
7,16,123,1:52.960
7,17,115,1:54.220
7,18,102,1:55.510
7,19,92,1:56.680
2,20,136,2:0.810
2,21,128,2:2.100
2,22,115,2:3.380
2,23,107,2:4.550
2,24,95,2:5.880
2,25,88,2:7.480
3,10,94,2:9.940
3,11,83,2:11.250
5,12,94,2:15.300
7,20,150,2:19.350
7,21,131,2:20.680
7,22,119,2:21.990
7,23,103,2:23.370
7,24,91,2:24.630
2,26,142,2:28.700
2,27,126,2:29.970
2,28,115,2:31.400
2,29,97,2:32.670
2,30,87,2:33.960
7,25,117,2:38.320
7,26,104,2:39.470
7,27,98,2:40.650
5,13,112,2:45.870
5,14,103,2:47.220
3,12,105,2:51.110
3,13,95,2:52.540
3,14,86,2:53.810
3,15,74,2:55.140
3,16,66,2:56.490
3,17,61,2:57.840
3,18,54,2:59.160
3,19,49,3:0.460
5,15,107,3:3.810
5,16,97,3:4.980
5,17,82,3:6.110
5,18,73,3:7.180
5,19,66,3:8.220
5,20,60,3:9.310
5,21,53,3:10.410
5,22,48,3:11.550
7,28,175,3:15.130
7,29,162,3:16.240
7,30,151,3:17.410
7,31,136,3:18.430
7,32,116,3:19.430
7,33,103,3:20.480
7,34,93,3:21.530
7,35,84,3:22.550
7,36,75,3:23.600
7,37,68,3:24.630
7,38,62,3:25.670
7,39,55,3:26.730
7,40,49,3:27.790
2,31,177,3:32.700
2,32,165,3:33.750
2,33,152,3:34.810
2,34,133,3:35.820
2,35,120,3:36.890
2,36,111,3:37.940
2,37,102,3:38.980
2,38,93,3:40.60
2,39,87,3:41.140
2,40,81,3:42.470
3,20,95,3:44.770
3,21,85,3:45.860
3,22,73,3:46.940
3,23,67,3:48.60
3,24,61,3:49.150
3,25,54,3:50.260
5,23,94,3:54.10
5,24,85,3:55.60
5,25,77,3:56.130
5,26,69,3:57.210
5,27,61,3:58.330
5,28,54,3:59.410
5,29,49,4:0.430
5,30,45,4:1.470
5,31,37,4:2.480
7,41,179,4:6.390
7,42,168,4:7.550
7,43,151,4:8.690
7,44,129,4:9.850
7,45,119,4:10.870
7,46,112,4:11.890
7,47,98,4:13.370
7,48,83,4:14.570
7,49,73,4:15.690
7,50,64,4:16.700
7,51,57,4:17.980
2,41,182,4:21.640
2,42,164,4:22.730
2,43,148,4:23.820
2,44,137,4:24.920
2,45,125,4:25.970
2,46,110,4:27.130
2,47,100,4:28.290
2,48,93,4:29.460
2,49,84,4:30.470
2,50,75,4:31.510
2,51,68,4:33.140
3,26,107,4:35.590
3,27,95,4:36.620
3,28,84,4:37.710
3,29,73,4:38.850
3,30,65,4:39.880
3,31,55,4:40.900
5,32,79,4:44.210
5,33,74,4:45.390
7,52,182,4:48.490
7,53,168,4:49.500
7,54,152,4:50.700
7,55,138,4:51.780
7,56,123,4:52.810
7,57,112,4:53.830
2,52,169,4:58.440
2,53,156,4:59.450
-1,-1,17070,undefined
4,1,59,0:3.410
5,1,0,0:6.410
6,1,70,0:9.250
7,1,0,0:12.180
0,1,62,0:15.50
1,1,0,0:18.590
2,1,0,0:21.460
3,1,71,0:24.950
3,2,62,0:28.600
3,3,55,0:29.890
4,2,90,0:32.880
4,3,81,0:34.180
4,4,69,0:35.500
4,5,63,0:36.540
6,2,181,0:40.270
6,3,159,0:41.560
6,4,140,0:42.810
6,5,126,0:44.120
6,6,115,0:45.340
6,7,106,0:46.570
6,8,93,0:47.890
6,9,84,0:49.120
6,10,76,0:50.490
6,11,67,0:51.810
0,2,82,0:55.510
0,3,74,0:56.800
0,4,68,0:58.110
0,5,63,0:59.450
0,6,58,1:0.770
3,4,119,1:5.940
3,5,107,1:7.340
3,6,101,1:8.650
3,7,84,1:9.650
3,8,74,1:11.280
4,6,175,1:14.170
4,7,157,1:17.230
4,8,141,1:18.320
4,9,127,1:19.600
4,10,108,1:21.80
4,11,97,1:22.490
4,12,83,1:23.820
4,13,75,1:25.120
4,14,71,1:26.380
6,12,181,1:29.760
6,13,163,1:31.40
6,14,150,1:32.200
6,15,137,1:33.360
6,16,126,1:34.570
6,17,112,1:36.30
6,18,100,1:37.40
6,19,90,1:38.70
6,20,82,1:39.80
6,21,74,1:40.100
6,22,68,1:41.130
6,23,60,1:42.130
0,7,98,1:46.340
0,8,90,1:47.340
0,9,78,1:48.340
0,10,71,1:49.360
0,11,63,1:50.360
0,12,58,1:51.370
3,9,159,1:59.750
3,10,146,2:1.100
3,11,132,2:2.100
3,12,119,2:3.120
3,13,109,2:4.140
3,14,97,2:5.370
4,15,186,2:8.290
4,16,170,2:9.340
4,17,153,2:10.350
4,18,139,2:11.370
4,19,127,2:12.390
4,20,112,2:13.420
4,21,107,2:14.430
4,22,94,2:15.450
6,24,176,2:19.520
6,25,160,2:20.530
6,26,149,2:21.550
6,27,131,2:22.570
6,28,117,2:23.590
6,29,105,2:24.590
6,30,97,2:25.600
0,13,92,2:29.830
0,14,82,2:30.830
3,15,153,3:16.590
3,16,133,3:17.590
3,17,121,3:18.610
3,18,104,3:19.640
3,19,91,3:20.660
3,20,81,3:21.680
3,21,72,3:22.700
3,22,66,3:23.720
3,23,59,3:24.720
3,24,53,3:25.740
3,25,48,3:26.750
3,26,44,3:27.750
4,23,187,3:30.540
4,24,158,3:31.540
4,25,143,3:32.540
4,26,127,3:33.550
4,27,117,3:34.580
4,28,100,3:35.590
4,29,89,3:36.620
4,30,79,3:37.640
4,31,73,3:38.640
6,31,179,3:42.490
6,32,164,3:43.490
6,33,147,3:44.510
6,34,126,3:45.530
6,35,106,3:46.560
6,36,95,3:47.580
6,37,85,3:48.600
6,38,76,3:49.610
6,39,68,3:50.620
0,15,134,3:54.120
0,16,120,3:55.120
0,17,108,3:56.140
0,18,101,3:57.160
0,19,95,3:58.180
0,20,84,3:59.210
0,21,74,4:0.240
0,22,67,4:1.250
0,23,60,4:2.270
0,24,55,4:3.270
0,25,50,4:4.270
0,26,44,4:5.280
3,27,154,4:9.600
3,28,140,4:10.600
3,29,130,4:11.620
3,30,117,4:12.620
3,31,112,4:13.640
3,32,99,4:14.650
3,33,86,4:15.650
3,34,79,4:16.670
3,35,69,4:17.670
3,36,60,4:18.690
3,37,53,4:19.710
3,38,48,4:20.720
3,39,41,4:21.750
4,32,182,4:24.370
4,33,165,4:25.380
4,34,151,4:26.400
4,35,129,4:27.420
4,36,114,4:28.440
4,37,98,4:29.460
4,38,90,4:30.480
4,39,83,4:31.480
4,40,73,4:32.500
6,40,170,4:35.830
6,41,154,4:36.840
6,42,136,4:37.860
6,43,123,4:38.860
6,44,113,4:39.870
6,45,102,4:40.870
6,46,92,4:41.880
6,47,81,4:42.910
6,48,72,4:43.920
0,27,93,4:47.680
0,28,81,4:48.700
0,29,72,4:49.700
0,30,65,4:50.720
0,31,57,4:51.730
3,40,120,4:56.190
3,41,106,4:57.210
3,42,95,4:58.240
3,43,81,4:59.260
-1,-1,16675,undefined

difficulty
5
5
5
