form_field, field_value
1,3
2,3
3,1
4,1
5,4
6,1
7,2
8,4
9,1
10,1
11,4
12,1
13,1
14,1
15,4
16,3
17,1
18,1
19,4
20,3
21,3
22,1
23,3
24,2
25,1
26,3
27,3
28,1
29,3
30,3
31,1
32,2
33,4
34,3
35,1
36,4
37,2
38,2
39,4
40,2

id,X,Y,Exploit,Replenishment Rate,Rewarding
0,729,600,2,4,false
1,521,600,35,4,true
2,375,454,39,4,true
3,375,246,4,4,false
4,521,100,31,4,true
5,729,100,3,4,false
6,875,246,4,4,true
7,875,454,3,4,false
-1,-1,-1,-1,4954,false
0,729,600,1,2,false
1,521,600,1,2,false
2,375,454,31,8,true
3,375,246,57,2,true
4,521,100,1,2,false
5,729,100,31,2,true
6,875,246,1,2,false
7,875,454,34,8,true
-1,-1,-1,-1,6102,false
0,729,600,34,2,true
1,521,600,1,2,false
2,375,454,1,2,false
3,375,246,54,4,true
4,521,100,63,8,true
5,729,100,2,2,false
6,875,246,32,16,true
7,875,454,2,2,false
-1,-1,-1,-1,8221,false

Normals
-18.72489883275111
-4.1718747269846785
2.1463698410924508

id, exploit, reward, time
2,15,150,4:25.870
2,16,133,4:27.180
2,17,113,4:28.480
2,18,97,4:29.750
2,19,85,4:30.940
2,20,77,4:32.310
2,21,69,4:33.660
2,22,64,4:34.950
2,23,57,4:36.250
2,24,52,4:37.560
2,25,48,4:38.580
2,26,41,4:39.980
2,27,36,4:41.110
2,28,32,4:43.410
2,29,29,4:45.50
2,30,26,4:46.560
2,31,23,4:47.810
2,32,20,4:49.140
2,33,18,4:50.190
2,34,16,4:51.530
2,35,13,4:52.770
2,36,11,4:54.160
2,37,9,4:55.700
2,38,7,4:57.180
2,39,6,4:58.690
-1,-1,4954,undefined
3,1,57,0:4.200
3,2,50,0:5.560
3,3,44,0:7.80
3,4,39,0:8.360
3,5,33,0:9.660
3,6,29,0:10.840
3,7,25,0:11.940
3,8,22,0:13.520
3,9,20,0:14.680
3,10,17,0:15.680
3,11,15,0:17.260
3,12,13,0:18.720
3,13,11,0:20.230
3,14,10,0:21.640
3,15,8,0:23.80
3,16,7,0:24.440
3,17,6,0:25.810
3,18,5,0:26.840
3,19,4,0:28.480
3,20,3,0:29.910
3,21,2,0:31.330
3,22,1,0:32.690
3,23,0,0:34.130
4,1,0,0:38.270
5,1,106,0:42.460
5,2,98,0:43.530
5,3,88,0:44.930
5,4,80,0:46.320
5,5,75,0:47.550
5,6,67,0:49.200
5,7,60,0:50.510
5,8,56,0:51.860
5,9,50,0:53.220
5,10,44,0:54.640
5,11,39,0:55.880
5,12,35,0:57.320
5,13,31,0:58.690
5,14,28,1:0.210
5,15,24,1:1.960
5,16,21,1:3.480
5,17,18,1:4.940
5,18,16,1:6.360
5,19,13,1:9.190
5,20,11,1:10.880
5,21,10,1:12.330
5,22,9,1:13.330
5,23,8,1:14.540
5,24,7,1:16.510
5,25,6,1:18.130
5,26,5,1:19.560
5,27,4,1:21.300
5,28,3,1:22.990
5,29,2,1:24.560
5,30,1,1:27.120
5,31,0,1:28.520
6,1,0,1:32.790
7,1,177,1:37.250
7,2,151,1:38.570
7,3,133,1:39.960
7,4,117,1:41.780
7,5,104,1:43.470
7,6,93,1:45.70
7,7,82,1:46.640
7,8,74,1:48.80
7,9,65,1:49.460
7,10,58,1:50.800
7,11,53,1:52.230
7,12,47,1:53.690
7,13,42,1:55.140
7,14,39,1:56.540
7,15,34,1:57.740
7,16,30,1:59.720
7,17,27,2:0.960
7,18,24,2:2.380
7,19,21,2:3.970
7,20,18,2:6.820
7,21,16,2:8.230
7,22,14,2:9.720
7,23,12,2:11.60
7,24,11,2:13.40
7,25,10,2:16.50
7,26,8,2:18.80
7,27,7,2:19.890
7,28,6,2:22.470
7,29,5,2:24.30
7,30,4,2:25.430
7,31,3,2:26.440
7,32,2,2:28.20
7,33,1,2:29.270
7,34,0,2:30.490
0,1,0,2:34.40
1,1,0,2:38.110
2,1,183,2:42.560
2,2,160,2:43.580
2,3,142,2:45.140
2,4,129,2:46.700
2,5,115,2:48.720
2,6,102,2:49.960
2,7,90,2:51.890
2,8,78,2:52.920
2,9,69,2:54.230
2,10,61,2:56.140
2,11,53,2:58.300
2,12,49,2:59.420
2,13,43,3:0.500
2,14,38,3:1.780
2,15,33,3:3.380
2,16,29,3:4.970
2,17,26,3:6.790
2,18,23,3:9.60
2,19,20,3:11.110
2,20,16,3:12.890
2,21,14,3:14.510
2,22,12,3:17.80
2,23,10,3:18.440
2,24,8,3:19.810
2,25,6,3:21.200
2,26,5,3:22.560
2,27,4,3:23.900
2,28,3,3:26.630
2,29,2,3:27.950
2,30,1,3:29.430
2,31,0,3:30.860
3,24,179,3:34.390
3,25,163,3:35.710
3,26,146,3:37.30
3,27,133,3:38.480
3,28,118,3:39.570
3,29,101,3:41.400
3,30,94,3:42.440
3,31,86,3:43.460
3,32,76,3:45.320
3,33,69,3:46.390
3,34,63,3:47.470
3,35,56,3:48.910
3,36,49,3:51.280
3,37,43,3:52.930
3,38,37,3:54.330
3,39,33,3:56.130
3,40,30,3:57.530
3,41,26,3:58.900
3,42,23,4:0.180
3,43,21,4:1.810
3,44,19,4:3.400
3,45,17,4:4.450
3,46,14,4:6.200
3,47,12,4:7.760
3,48,10,4:9.250
3,49,8,4:10.710
3,50,7,4:12.150
3,51,6,4:13.590
3,52,5,4:15.0
3,53,4,4:16.430
3,54,3,4:17.900
3,55,2,4:19.270
3,56,1,4:20.910
3,57,0,4:22.740
-1,-1,6102,undefined
3,1,63,0:4.100
3,2,56,0:5.490
3,3,50,0:6.710
3,4,43,0:7.720
3,5,38,0:9.210
3,6,32,0:10.790
3,7,29,0:12.90
3,8,26,0:13.450
3,9,23,0:14.750
3,10,19,0:16.290
3,11,17,0:17.450
3,12,15,0:19.260
3,13,12,0:20.970
3,14,10,0:22.270
3,15,8,0:23.490
3,16,6,0:24.510
3,17,5,0:25.990
3,18,4,0:27.340
3,19,3,0:28.700
3,20,2,0:29.780
3,21,1,0:31.230
3,22,0,0:32.300
4,1,184,0:36.60
4,2,172,0:37.60
4,3,153,0:38.280
4,4,128,0:39.380
4,5,114,0:40.520
4,6,105,0:41.660
4,7,98,0:42.830
4,8,88,0:43.870
4,9,77,0:44.950
4,10,68,0:45.980
4,11,63,0:47.50
4,12,58,0:48.70
4,13,51,0:49.80
4,14,47,0:50.110
4,15,42,0:51.300
4,16,38,0:52.720
4,17,34,0:53.890
4,18,30,0:54.910
4,19,27,0:56.80
4,20,23,0:57.310
4,21,20,0:58.530
4,22,18,0:59.710
4,23,16,1:1.120
4,24,14,1:2.210
4,25,12,1:3.330
4,26,10,1:4.450
4,27,9,1:5.510
4,28,7,1:6.650
4,29,6,1:7.860
4,30,5,1:9.10
4,31,4,1:10.100
4,32,3,1:11.290
4,33,2,1:12.540
4,34,1,1:13.580
4,35,0,1:14.730
4,36,0,1:15.810
5,1,0,1:19.630
5,2,0,1:20.820
6,1,175,1:24.270
6,2,155,1:25.430
6,3,136,1:26.500
6,4,114,1:27.690
6,5,100,1:28.870
6,6,90,1:30.500
6,7,80,1:32.110
6,8,71,1:33.250
6,9,61,1:34.820
6,10,54,1:35.970
6,11,48,1:37.70
6,12,43,1:38.730
6,13,37,1:39.960
6,14,33,1:41.170
6,15,29,1:42.780
6,16,26,1:43.960
6,17,23,1:45.610
6,18,20,1:46.760
6,19,17,1:47.950
6,20,15,1:49.170
6,21,13,1:50.330
6,22,11,1:51.570
6,23,9,1:52.890
6,24,8,1:54.70
6,25,7,1:55.270
6,26,6,1:56.330
6,27,5,1:57.480
6,28,4,1:58.630
6,29,3,1:59.880
6,30,2,2:1.60
6,31,1,2:2.90
6,32,0,2:3.690
7,1,0,2:7.460
7,2,0,2:8.570
0,1,176,2:11.880
0,2,156,2:13.120
0,3,134,2:14.430
0,4,118,2:15.560
0,5,107,2:17.330
0,6,91,2:18.860
0,7,85,2:20.190
0,8,76,2:21.630
0,9,69,2:22.740
0,10,63,2:23.790
0,11,56,2:25.610
0,12,50,2:26.980
0,13,43,2:28.340
0,14,39,2:30.60
0,15,36,2:31.810
0,16,32,2:33.200
0,17,28,2:35.10
0,18,25,2:36.690
0,19,22,2:38.780
0,20,19,2:40.90
0,21,17,2:41.680
0,22,15,2:43.670
0,23,13,2:45.190
0,24,12,2:46.640
0,25,10,2:48.90
0,26,9,2:49.730
0,27,7,2:51.410
0,28,6,2:52.960
0,29,5,2:54.690
0,30,4,2:56.390
0,31,3,2:57.980
0,32,2,2:59.370
0,33,1,3:1.40
0,34,0,3:2.720
1,1,0,3:6.440
2,1,0,3:10.250
3,23,178,3:14.280
3,24,154,3:15.870
3,25,134,3:17.360
3,26,121,3:20.450
3,27,105,3:22.80
3,28,95,3:23.600
3,29,85,3:25.220
3,30,73,3:26.890
3,31,66,3:28.620
3,32,60,3:30.200
3,33,52,3:31.860
3,34,48,3:33.310
3,35,44,3:35.180
3,36,39,3:36.800
3,37,34,3:38.90
3,38,28,3:40.160
3,39,25,3:41.410
3,40,22,3:43.150
3,41,20,3:44.630
3,42,17,3:46.310
3,43,15,3:47.840
3,44,13,3:49.540
3,45,11,3:51.60
3,46,9,3:52.700
3,47,7,3:54.360
3,48,6,3:55.920
3,49,5,3:57.650
3,50,4,3:58.930
3,51,3,4:0.630
3,52,2,4:1.880
3,53,1,4:3.360
3,54,0,4:4.770
4,37,179,4:8.490
4,38,163,4:10.100
4,39,149,4:11.730
4,40,135,4:13.370
4,41,122,4:14.910
4,42,112,4:17.40
4,43,100,4:18.530
4,44,85,4:20.70
4,45,75,4:21.610
4,46,66,4:23.250
4,47,60,4:24.800
4,48,53,4:26.250
4,49,47,4:27.820
4,50,40,4:29.530
4,51,35,4:31.180
4,52,31,4:32.900
4,53,28,4:34.280
4,54,24,4:35.420
4,55,22,4:39.30
4,56,20,4:41.170
4,57,18,4:42.210
4,58,16,4:43.660
4,59,14,4:45.350
4,60,12,4:46.730
4,61,10,4:48.950
4,62,8,4:50.540
4,63,7,4:51.770
-1,-1,8221,undefined

difficulty
1
1
1
