form_field, field_value
1,4
2,3
3,1
4,2
5,4
6,1
7,1
8,4
9,1
10,1
11,4
12,1
13,1
14,1
15,4
16,4
17,1
18,1
19,4
20,4
21,4
22,1
23,4
24,1
25,1
26,4
27,4
28,1
29,1
30,4
31,1
32,1
33,3
34,4
35,1
36,4
37,1
38,1
39,4
40,1

id,X,Y,Exploit,Replenishment Rate,Rewarding
0,729,600,2,4,false
1,521,600,42,4,true
2,375,454,43,4,true
3,375,246,2,4,false
4,521,100,57,4,true
5,729,100,4,4,false
6,875,246,46,4,true
7,875,454,2,4,false
-1,-1,-1,-1,11476,false
0,729,600,1,2,false
1,521,600,1,2,false
2,375,454,51,8,true
3,375,246,52,2,true
4,521,100,1,2,false
5,729,100,35,2,true
6,875,246,1,2,false
7,875,454,56,8,true
-1,-1,-1,-1,13908,false
0,729,600,33,2,true
1,521,600,2,2,false
2,375,454,2,2,false
3,375,246,44,4,true
4,521,100,42,8,true
5,729,100,1,2,false
6,875,246,66,16,true
7,875,454,1,2,false
-1,-1,-1,-1,18182,false

Normals
-18.72489883275111
-6.651221539036777
-0.7646185190193024

id, exploit, reward, time
5,28,83,3:30.330
5,29,76,3:31.490
5,30,68,3:32.690
5,31,64,3:33.910
5,32,58,3:35.110
5,33,50,3:36.320
5,34,44,3:37.460
5,35,38,3:38.680
3,28,103,3:43.820
3,29,93,3:44.930
3,30,83,3:46.20
3,31,74,3:47.70
3,32,68,3:48.130
3,33,62,3:49.200
3,34,55,3:50.220
3,35,48,3:51.300
3,36,43,3:52.830
3,37,38,3:54.40
3,38,33,3:55.240
3,39,30,3:56.370
3,40,26,3:57.420
3,41,22,3:58.570
3,42,18,3:59.700
3,43,16,4:0.890
2,31,180,4:5.920
2,32,157,4:6.930
2,33,142,4:7.950
2,34,130,4:9.160
2,35,119,4:10.230
2,36,105,4:11.300
2,37,93,4:12.500
2,38,83,4:13.560
2,39,73,4:14.660
2,40,66,4:15.710
2,41,58,4:16.820
2,42,53,4:17.860
2,43,46,4:18.860
2,44,40,4:19.920
2,45,37,4:21.140
7,47,183,4:26.380
7,48,154,4:27.480
7,49,139,4:28.670
7,50,128,4:29.890
7,51,115,4:30.910
7,52,103,4:31.940
7,53,93,4:33.40
7,54,84,4:34.170
7,55,74,4:35.190
7,56,67,4:36.280
2,46,101,4:40.950
2,47,94,4:41.980
2,48,86,4:43.170
2,49,74,4:44.370
2,50,68,4:45.570
2,51,61,4:46.730
3,44,64,4:50.210
3,45,56,4:51.290
3,46,49,4:52.320
3,47,45,4:53.500
3,48,40,4:54.500
3,49,35,4:55.670
3,50,31,4:56.820
3,51,28,4:57.960
3,52,25,4:59.160
-1,-1,13908,undefined
6,1,63,0:3.890
5,1,0,0:7.650
4,1,69,0:11.390
3,1,70,0:14.910
2,1,0,0:18.400
1,1,0,0:22.190
0,1,67,0:25.590
7,1,0,0:29.60
6,2,101,0:32.750
6,3,93,0:33.770
6,4,84,0:34.860
6,5,72,0:36.0
6,6,65,0:37.160
6,7,58,0:38.260
6,8,52,0:39.380
4,2,130,0:43.420
4,3,118,0:44.620
4,4,106,0:45.690
4,5,96,0:46.740
4,6,84,0:47.830
4,7,76,0:48.890
4,8,68,0:49.920
3,2,125,0:52.840
3,3,111,0:53.910
3,4,93,0:55.60
3,5,81,0:56.110
3,6,77,0:57.210
3,7,67,0:58.380
1,2,0,1:5.210
0,2,99,1:8.370
0,3,89,1:9.550
0,4,82,1:10.730
0,5,72,1:11.840
0,6,65,1:13.10
0,7,58,1:14.110
6,9,178,1:18.600
6,10,160,1:19.620
6,11,142,1:20.700
6,12,125,1:21.770
6,13,114,1:22.980
6,14,103,1:24.60
6,15,93,1:25.210
6,16,84,1:26.380
6,17,75,1:27.400
6,18,68,1:28.660
6,19,61,1:29.730
6,20,53,1:30.840
6,21,48,1:32.180
6,22,45,1:33.310
4,9,176,1:38.320
4,10,161,1:39.560
4,11,145,1:40.560
4,12,127,1:41.790
4,13,114,1:42.840
4,14,101,1:43.980
4,15,94,1:45.190
4,16,87,1:46.190
4,17,78,1:47.330
4,18,67,1:48.460
4,19,57,1:49.580
3,8,179,1:52.770
3,9,165,1:53.980
3,10,144,1:55.210
3,11,125,1:56.250
3,12,106,1:57.490
3,13,94,1:58.510
3,14,82,1:59.690
3,15,73,2:0.890
3,16,67,2:2.10
3,17,61,2:3.110
3,18,55,2:4.250
3,19,49,2:5.450
0,8,125,2:9.890
0,9,115,2:10.940
0,10,102,2:12.140
0,11,89,2:13.360
0,12,79,2:14.520
0,13,71,2:15.580
0,14,63,2:16.860
0,15,58,2:17.980
0,16,52,2:19.160
6,23,185,2:23.140
6,24,163,2:24.140
6,25,143,2:25.180
6,26,127,2:26.210
6,27,114,2:27.380
6,28,105,2:28.420
6,29,95,2:29.570
3,20,101,2:33.970
3,21,88,2:35.10
3,22,79,2:36.70
3,23,70,2:37.130
3,24,62,2:38.230
0,17,69,2:42.700
0,18,61,2:43.870
6,30,177,2:47.320
6,31,166,2:48.350
6,32,156,2:49.350
6,33,139,2:50.570
6,34,123,2:51.570
6,35,110,2:52.620
6,36,99,2:53.790
6,37,88,2:54.870
6,38,76,2:56.80
6,39,69,2:57.160
6,40,62,2:58.210
6,41,57,2:59.250
6,42,52,3:0.390
6,43,44,3:1.440
6,44,40,3:2.510
6,45,35,3:3.550
6,46,32,3:4.560
6,47,29,3:5.690
4,20,182,3:9.780
4,21,164,3:10.840
4,22,148,3:11.930
4,23,135,3:12.990
4,24,125,3:14.230
4,25,108,3:15.500
4,26,103,3:16.620
4,27,95,3:19.80
4,28,87,3:20.350
4,29,79,3:21.620
4,30,71,3:22.710
4,31,62,3:23.870
3,25,170,3:26.300
3,26,146,3:27.530
3,27,135,3:28.680
3,28,120,3:29.750
3,29,108,3:30.770
3,30,96,3:31.820
3,31,84,3:32.850
3,32,74,3:34.70
3,33,67,3:35.130
3,34,59,3:36.290
3,35,53,3:37.480
2,2,0,3:40.680
0,19,136,3:45.320
0,20,121,3:46.320
0,21,112,3:47.360
0,22,102,3:48.420
0,23,90,3:49.510
0,24,82,3:50.550
0,25,71,3:51.650
0,26,64,3:52.850
0,27,55,3:53.860
0,28,49,3:55.20
0,29,42,3:56.210
0,30,37,3:57.390
0,31,33,3:58.420
6,48,184,4:2.740
6,49,160,4:3.880
6,50,149,4:5.40
6,51,131,4:6.220
6,52,118,4:7.360
6,53,104,4:8.470
6,54,91,4:9.510
6,55,85,4:10.730
6,56,77,4:11.950
6,57,72,4:13.100
4,32,184,4:17.620
4,33,164,4:18.770
4,34,149,4:19.840
4,35,132,4:20.880
4,36,122,4:22.80
4,37,113,4:23.630
4,38,103,4:24.820
4,39,93,4:25.890
4,40,87,4:27.40
4,41,77,4:28.60
4,42,67,4:29.440
3,36,170,4:32.470
3,37,145,4:33.670
3,38,130,4:34.690
3,39,116,4:35.830
3,40,108,4:36.980
3,41,99,4:38.130
3,42,86,4:39.500
3,43,78,4:40.600
3,44,69,4:41.680
0,32,88,4:46.70
0,33,77,4:47.150
6,58,176,4:51.430
6,59,162,4:52.460
6,60,148,4:53.480
6,61,129,4:54.530
6,62,117,4:55.590
6,63,103,4:56.700
6,64,91,4:57.730
6,65,78,4:58.840
6,66,68,4:59.980
-1,-1,18182,undefined

difficulty
6
7
8
