form_field, field_value
1,1
2,3
3,3
4,2
5,3
6,1
7,2
8,1
9,1
10,3
11,4
12,1
13,1
14,1
15,2
16,1
17,2
18,2
19,3
20,2
21,3
22,3
23,2
24,1
25,2
26,1
27,1
28,1
29,3
30,3
31,2
32,2
33,2
34,3
35,4
36,1
37,2
38,4
39,1
40,2

id,X,Y,Exploit,Replenishment Rate,Rewarding
0,729,600,3,4,false
1,521,600,27,4,true
2,375,454,28,4,true
3,375,246,3,4,false
4,521,100,28,4,true
5,729,100,3,4,false
6,875,246,27,4,true
7,875,454,3,4,false
-1,-1,-1,-1,9911,false
0,729,600,1,2,false
1,521,600,1,2,false
2,375,454,48,8,true
3,375,246,19,2,true
4,521,100,1,2,false
5,729,100,22,2,true
6,875,246,2,2,false
7,875,454,51,8,true
-1,-1,-1,-1,15326,false
0,729,600,15,2,true
1,521,600,3,2,false
2,375,454,2,2,false
3,375,246,25,4,true
4,521,100,43,8,true
5,729,100,4,2,false
6,875,246,34,16,true
7,875,454,2,2,false
-1,-1,-1,-1,13409,false

Normals
0.6006806229254882
2.5092985373354795
0.2890535544399192

id, exploit, reward, time
6,10,67,2:12.390
7,3,0,2:15.250
0,3,0,2:18.120
1,10,96,2:21.20
1,11,86,2:22.350
1,12,76,2:23.640
2,10,96,2:26.450
2,11,86,2:27.700
2,12,75,2:28.960
4,12,112,2:33.280
4,13,106,2:35.280
4,14,91,2:36.700
4,15,83,2:37.770
6,11,97,2:41.850
6,12,88,2:43.160
6,13,79,2:44.490
2,13,93,2:49.140
2,14,79,2:50.410
2,15,71,2:51.660
1,13,115,2:54.560
1,14,103,2:55.950
1,15,95,2:57.70
4,16,109,3:2.420
4,17,98,3:3.730
6,14,93,3:8.0
6,15,84,3:9.220
6,16,78,3:10.280
4,18,99,3:13.940
4,19,91,3:15.260
2,16,100,3:18.870
2,17,88,3:20.390
1,16,120,3:23.380
1,17,109,3:25.40
1,18,97,3:26.590
2,18,90,3:29.450
2,19,80,3:30.680
2,20,73,3:32.90
6,17,102,3:36.960
6,18,93,3:38.480
4,20,118,3:42.530
4,21,105,3:44.720
4,22,90,3:46.20
2,21,83,3:49.600
2,22,77,3:51.10
1,19,124,3:53.760
1,20,109,3:55.100
1,21,98,3:56.550
6,19,113,4:0.940
6,20,102,4:2.240
6,21,89,4:3.520
4,23,113,4:7.370
4,24,101,4:8.700
4,25,90,4:10.10
2,23,101,4:13.710
2,24,91,4:15.70
1,22,112,4:19.730
1,23,96,4:21.280
1,24,87,4:22.630
6,22,109,4:27.110
6,23,97,4:28.550
4,26,109,4:32.710
4,27,96,4:34.170
4,28,88,4:35.860
2,25,113,4:39.590
2,26,101,4:40.940
2,27,90,4:42.70
2,28,82,4:44.890
1,25,112,4:48.20
1,26,101,4:49.430
1,27,90,4:50.880
6,24,126,4:55.300
6,25,112,4:56.630
6,26,105,4:57.940
6,27,92,4:59.210
-1,-1,9911,undefined
4,1,0,0:3.420
5,1,63,0:6.350
6,1,0,0:9.730
7,1,72,0:12.860
0,1,0,0:16.70
1,1,0,0:19.230
2,1,80,0:22.360
3,1,73,0:26.90
5,2,63,0:30.170
5,3,56,0:31.500
5,4,50,0:32.760
7,2,101,0:37.10
7,3,87,0:38.520
2,2,114,0:42.790
2,3,97,0:44.360
3,2,73,0:47.850
3,3,67,0:49.220
5,5,52,0:54.70
5,6,45,0:55.460
3,4,62,0:59.620
3,5,54,1:0.910
2,4,136,1:3.510
2,5,126,1:4.860
2,6,115,1:6.130
2,7,105,1:7.460
2,8,97,1:8.780
7,4,169,1:15.830
7,5,153,1:17.270
7,6,139,1:18.540
7,7,123,1:19.770
7,8,112,1:21.20
7,9,102,1:22.250
7,10,91,1:23.450
7,11,84,1:24.710
7,12,76,1:25.740
5,7,69,1:29.260
5,8,62,1:30.540
5,9,55,1:31.820
3,6,73,1:35.290
3,7,66,1:36.590
2,9,176,1:39.420
2,10,159,1:40.820
2,11,144,1:42.100
2,12,131,1:43.350
2,13,119,1:44.520
2,14,106,1:45.730
2,15,96,1:47.90
6,2,0,1:52.330
7,13,164,1:57.120
7,14,152,1:58.420
7,15,133,1:59.640
7,16,121,2:0.810
7,17,113,2:2.80
7,18,98,2:3.340
7,19,87,2:4.680
5,10,80,2:11.910
5,11,73,2:13.200
5,12,64,2:14.490
3,8,94,2:18.0
3,9,84,2:19.380
3,10,76,2:20.650
2,16,177,2:25.110
2,17,157,2:26.400
2,18,138,2:27.720
2,19,121,2:28.810
2,20,112,2:30.160
2,21,101,2:31.430
2,22,86,2:32.720
2,23,79,2:33.900
7,20,184,2:39.370
7,21,161,2:40.700
7,22,148,2:42.0
7,23,135,2:43.280
7,24,123,2:44.500
7,25,113,2:45.740
7,26,101,2:46.990
7,27,91,2:48.220
2,24,122,2:52.480
2,25,110,2:53.750
2,26,98,2:55.170
2,27,89,2:56.460
7,28,109,3:0.740
7,29,100,3:2.10
7,30,90,3:3.350
7,31,82,3:4.690
5,13,108,3:9.980
5,14,95,3:11.280
5,15,83,3:12.580
5,16,75,3:13.860
5,17,64,3:15.50
3,11,121,3:18.610
3,12,108,3:19.910
3,13,95,3:21.70
3,14,85,3:22.340
2,28,174,3:28.410
2,29,155,3:30.60
2,30,141,3:31.440
2,31,128,3:32.820
2,32,115,3:34.130
2,33,103,3:35.450
2,34,91,3:36.580
7,32,180,3:40.770
7,33,165,3:42.90
7,34,151,3:43.410
7,35,137,3:44.710
7,36,126,3:46.0
7,37,115,3:47.350
7,38,102,3:48.800
7,39,93,3:50.120
7,40,82,3:51.430
5,18,92,3:55.0
5,19,81,3:56.420
5,20,71,3:57.530
5,21,66,4:0.630
5,22,59,4:2.250
2,35,174,4:10.880
2,36,161,4:12.150
2,37,141,4:13.410
2,38,128,4:14.660
2,39,116,4:15.920
2,40,109,4:17.30
2,41,94,4:18.290
2,42,85,4:19.440
7,41,178,4:23.650
7,42,156,4:25.0
7,43,141,4:26.630
7,44,130,4:28.30
7,45,116,4:29.320
7,46,102,4:30.600
7,47,95,4:31.880
3,15,136,4:36.240
3,16,123,4:37.550
3,17,112,4:38.810
3,18,101,4:40.100
3,19,86,4:41.320
2,43,162,4:44.160
2,44,146,4:45.440
2,45,132,4:46.830
2,46,121,4:48.200
2,47,107,4:49.540
2,48,99,4:50.890
7,48,163,4:55.10
7,49,146,4:56.290
7,50,130,4:57.670
7,51,116,4:58.860
-1,-1,15326,undefined
4,1,64,0:3.610
5,1,0,0:6.370
6,1,78,0:9.110
6,2,68,0:10.530
7,1,0,0:13.380
0,1,69,0:16.340
0,2,61,0:17.730
1,1,0,0:20.710
2,1,0,0:23.820
3,1,84,0:27.480
4,2,96,0:30.40
3,2,74,0:32.850
5,2,0,0:36.720
6,3,127,0:39.770
6,4,114,0:41.140
6,5,107,0:42.440
6,6,95,0:43.740
0,3,68,0:47.630
0,4,58,0:49.10
0,5,49,0:50.290
1,2,0,0:55.370
3,3,90,0:59.700
3,4,81,1:1.70
3,5,70,1:2.370
4,3,167,1:6.450
4,4,151,1:7.680
4,5,136,1:9.200
4,6,123,1:10.640
4,7,116,1:11.960
4,8,105,1:13.220
4,9,95,1:14.220
6,7,183,1:18.730
6,8,163,1:20.230
6,9,139,1:21.710
6,10,117,1:22.990
6,11,102,1:24.180
6,12,93,1:25.440
7,2,0,1:28.770
0,6,71,1:31.980
0,7,64,1:34.670
2,2,0,1:41.280
1,3,0,1:44.750
3,6,122,1:48.630
3,7,112,1:49.970
3,8,100,1:51.260
3,9,91,1:52.510
5,3,0,1:56.530
4,10,173,1:59.90
4,11,151,2:0.360
4,12,139,2:1.940
4,13,128,2:3.280
4,14,112,2:4.620
4,15,100,2:6.20
6,13,179,2:11.190
6,14,162,2:12.510
6,15,143,2:13.850
6,16,121,2:15.140
6,17,113,2:16.300
6,18,100,2:17.600
6,19,89,2:19.10
0,8,86,2:23.920
0,9,75,2:25.410
0,10,69,2:31.430
3,10,145,2:36.470
3,11,131,2:37.800
3,12,116,2:39.80
3,13,104,2:40.370
3,14,93,2:41.750
4,16,184,2:46.170
4,17,163,2:47.520
4,18,149,2:49.410
4,19,135,2:50.780
4,20,125,2:52.70
4,21,116,2:53.360
4,22,102,2:54.610
4,23,90,2:55.930
6,20,169,2:59.830
6,21,158,3:1.220
6,22,147,3:2.510
6,23,134,3:3.860
6,24,123,3:6.480
6,25,108,3:8.90
6,26,99,3:9.710
0,11,99,3:14.440
0,12,90,3:15.880
0,13,81,3:17.250
3,15,149,3:21.450
3,16,138,3:22.820
3,17,123,3:24.830
3,18,113,3:26.480
3,19,99,3:32.370
5,4,0,3:36.480
4,24,176,3:39.810
4,25,161,3:41.190
4,26,142,3:42.610
4,27,131,3:43.990
4,28,120,3:45.260
4,29,111,3:46.900
4,30,101,3:48.980
6,27,179,3:57.590
0,14,99,4:12.750
0,15,90,4:14.60
3,20,125,4:18.380
3,21,109,4:19.650
4,31,124,4:22.800
4,32,107,4:24.90
4,33,93,4:25.340
6,28,185,4:29.60
6,29,163,4:30.350
6,30,153,4:31.590
6,31,134,4:32.900
6,32,122,4:34.220
6,33,110,4:35.420
6,34,95,4:36.680
3,22,138,4:40.690
3,23,126,4:41.870
3,24,109,4:43.180
3,25,97,4:44.610
4,34,150,4:47.400
4,35,132,4:48.680
4,36,121,4:49.970
4,37,108,4:51.160
4,38,98,4:52.460
4,39,92,4:53.750
4,40,83,4:56.190
4,41,74,4:57.410
4,42,66,4:58.590
4,43,59,4:59.750
-1,-1,13409,undefined

difficulty
1
1
1
