form_field, field_value
1,3
2,3
3,2
4,1
5,4
6,1
7,2
8,3
9,1
10,1
11,3
12,1
13,1
14,1
15,4
16,3
17,2
18,1
19,3
20,3
21,3
22,1
23,3
24,1
25,1
26,4
27,3
28,1
29,2
30,3
31,1
32,1
33,3
34,2
35,1
36,3
37,1
38,1
39,3
40,2

id,X,Y,Exploit,Replenishment Rate,Rewarding
0,729,600,2,4,false
1,521,600,47,4,true
2,375,454,44,4,true
3,375,246,1,4,false
4,521,100,0,4,true
5,729,100,0,4,false
6,875,246,48,4,true
7,875,454,2,4,false
-1,-1,-1,-1,9186,false
0,729,600,1,2,false
1,521,600,1,2,false
2,375,454,79,8,true
3,375,246,38,2,true
4,521,100,0,2,false
5,729,100,0,2,true
6,875,246,1,2,false
7,875,454,66,8,true
-1,-1,-1,-1,16648,false
0,729,600,32,2,true
1,521,600,1,2,false
2,375,454,1,2,false
3,375,246,52,4,true
4,521,100,0,8,true
5,729,100,0,2,false
6,875,246,85,16,true
7,875,454,1,2,false
-1,-1,-1,-1,14351,false

Normals
-4.045362405882496
7.915832273429638
-5.130724251335601

id, exploit, reward, time
6,47,50,4:44.590
6,48,43,4:45.770
1,42,101,4:50.230
1,43,91,4:51.600
1,44,81,4:52.960
1,45,72,4:54.70
1,46,64,4:55.310
1,47,58,4:56.680
2,44,88,4:59.710
-1,-1,9186,undefined
3,1,70,0:7.800
3,2,64,0:9.240
3,3,56,0:10.560
3,4,51,0:11.860
3,5,45,0:13.190
2,1,104,0:16.100
2,2,92,0:17.480
2,3,82,0:18.850
2,4,73,0:20.260
2,5,68,0:21.640
2,6,62,0:22.970
2,7,54,0:24.290
2,8,47,0:25.640
1,1,0,0:28.510
0,1,0,0:31.870
7,1,166,0:34.970
7,2,149,0:36.310
7,3,133,0:37.810
7,4,120,0:39.210
7,5,109,0:40.590
7,6,104,0:41.860
7,7,89,0:43.190
7,8,79,0:44.520
7,9,70,0:45.720
7,10,62,0:46.890
7,11,56,0:48.160
7,12,49,0:49.530
6,1,0,0:52.640
3,6,79,0:57.160
3,7,71,0:58.320
3,8,61,0:59.440
3,9,56,1:0.640
3,10,47,1:1.810
3,11,42,1:3.150
2,9,179,1:6.200
2,10,161,1:7.540
2,11,145,1:8.910
2,12,126,1:10.200
2,13,114,1:11.400
2,14,106,1:12.460
2,15,96,1:13.630
2,16,87,1:14.690
2,17,77,1:15.690
2,18,71,1:16.730
2,19,65,1:17.750
2,20,56,1:19.420
2,21,50,1:21.100
7,13,178,1:25.510
7,14,159,1:26.760
7,15,137,1:27.970
7,16,126,1:29.40
7,17,108,1:30.200
7,18,97,1:31.290
7,19,84,1:32.350
7,20,75,1:33.370
7,21,66,1:35.130
7,22,60,1:36.580
7,23,54,1:38.260
7,24,50,1:39.270
3,12,77,1:44.660
3,13,70,1:45.980
3,14,62,1:47.200
3,15,55,1:48.330
3,16,52,1:49.450
3,17,47,1:50.540
2,22,174,1:53.820
2,23,152,1:55.190
2,24,134,1:56.350
2,25,120,1:57.680
2,26,108,1:58.930
2,27,99,2:0.270
2,28,87,2:1.640
2,29,76,2:2.980
2,30,70,2:4.100
2,31,63,2:5.160
2,32,57,2:6.330
2,33,48,2:7.340
7,25,176,2:12.40
7,26,162,2:13.530
7,27,146,2:14.850
7,28,126,2:16.50
7,29,111,2:17.80
7,30,97,2:18.290
7,31,85,2:19.450
7,32,78,2:20.720
7,33,71,2:21.900
7,34,64,2:23.20
7,35,58,2:24.100
7,36,52,2:25.360
3,18,86,2:29.880
3,19,79,2:31.30
3,20,74,2:32.350
3,21,68,2:33.570
3,22,61,2:35.160
3,23,56,2:37.50
3,24,49,2:38.220
2,34,186,2:41.420
2,35,168,2:42.720
2,36,152,2:43.960
2,37,134,2:45.260
2,38,124,2:46.310
2,39,116,2:47.510
2,40,104,2:48.600
2,41,95,2:49.760
2,42,85,2:50.930
2,43,76,2:52.110
2,44,67,2:53.330
2,45,58,2:54.510
2,46,52,2:55.900
2,47,45,2:57.180
7,37,174,3:1.710
7,38,161,3:2.970
7,39,148,3:4.40
7,40,130,3:5.290
7,41,114,3:6.530
7,42,102,3:7.750
7,43,89,3:8.940
7,44,79,3:10.10
7,45,70,3:11.70
7,46,63,3:12.70
7,47,55,3:13.150
7,48,48,3:14.840
2,48,121,3:19.400
2,49,110,3:20.820
2,50,99,3:22.190
2,51,90,3:23.460
2,52,83,3:24.470
2,53,74,3:25.520
2,54,64,3:27.200
2,55,57,3:28.720
2,56,51,3:30.230
3,25,117,3:33.360
3,26,105,3:34.630
3,27,97,3:35.830
3,28,88,3:36.920
3,29,78,3:38.110
3,30,73,3:39.360
3,31,63,3:40.410
3,32,53,3:41.530
3,33,46,3:42.570
2,57,119,3:45.760
2,58,105,3:47.90
2,59,94,3:48.400
2,60,84,3:49.550
2,61,75,3:50.780
2,62,66,3:51.780
2,63,58,3:52.980
2,64,54,3:54.150
3,34,54,3:57.30
7,49,176,4:2.530
7,50,158,4:3.840
7,51,144,4:5.340
7,52,132,4:6.830
7,53,122,4:8.110
7,54,104,4:9.200
7,55,93,4:10.230
7,56,80,4:11.270
7,57,71,4:12.910
7,58,66,4:14.470
7,59,56,4:15.950
2,65,135,4:20.620
2,66,120,4:21.790
2,67,108,4:23.40
2,68,98,4:24.170
2,69,91,4:25.260
2,70,82,4:26.270
2,71,72,4:27.430
2,72,64,4:29.40
2,73,55,4:30.490
3,35,85,4:33.400
3,36,72,4:34.690
3,37,67,4:35.840
3,38,60,4:37.260
2,74,81,4:40.510
2,75,73,4:41.820
2,76,66,4:43.40
2,77,61,4:44.350
2,78,54,4:45.380
2,79,49,4:46.660
7,60,175,4:51.320
7,61,158,4:52.700
7,62,137,4:54.60
7,63,125,4:55.330
7,64,111,4:56.670
7,65,97,4:57.930
7,66,90,4:59.30
-1,-1,16648,undefined
6,1,56,0:4.390
6,2,51,0:6.120
6,3,46,0:7.470
6,4,41,0:8.800
0,1,60,0:13.740
0,2,54,0:15.310
0,3,48,0:16.490
0,4,43,0:17.490
1,1,0,0:20.800
2,1,0,0:23.930
7,1,0,0:28.870
3,1,86,0:33.660
3,2,74,0:34.810
3,3,66,0:35.900
3,4,56,0:37.40
6,5,151,0:42.10
6,6,140,0:43.260
6,7,123,0:44.370
6,8,116,0:45.370
6,9,102,0:46.860
6,10,88,0:48.260
6,11,80,0:49.670
6,12,72,0:51.60
6,13,61,0:52.370
6,14,53,0:53.570
0,5,59,0:57.810
0,6,52,0:59.40
0,7,47,1:0.160
0,8,43,1:1.480
0,9,37,1:2.670
3,5,102,1:8.60
3,6,92,1:9.440
3,7,81,1:11.0
3,8,75,1:12.310
3,9,68,1:14.430
3,10,62,1:15.830
6,15,181,1:20.480
6,16,161,1:21.790
6,17,145,1:23.110
6,18,130,1:24.160
6,19,115,1:25.320
6,20,106,1:26.340
6,21,93,1:27.790
6,22,82,1:29.190
6,23,76,1:30.200
6,24,69,1:31.510
6,25,63,1:32.610
6,26,56,1:34.290
0,10,72,1:38.860
0,11,63,1:40.190
0,12,59,1:41.520
0,13,52,1:42.760
3,11,110,1:47.460
3,12,99,1:48.790
3,13,83,1:50.110
3,14,73,1:51.420
3,15,64,1:52.600
3,16,59,1:53.800
3,17,56,1:54.960
3,18,50,1:56.260
3,19,43,1:57.550
3,20,40,1:58.970
3,21,36,2:0.310
6,27,184,2:5.620
6,28,163,2:6.910
6,29,149,2:8.250
6,30,138,2:9.530
6,31,122,2:10.820
6,32,112,2:12.160
6,33,98,2:13.450
6,34,90,2:14.780
6,35,83,2:16.140
6,36,75,2:17.440
6,37,67,2:18.720
6,38,59,2:20.50
6,39,53,2:21.400
0,14,85,2:26.400
0,15,76,2:27.710
0,16,67,2:29.60
0,17,60,2:30.320
0,18,52,2:31.620
0,19,47,2:32.910
3,22,111,2:37.730
3,23,98,2:38.860
3,24,87,2:40.360
3,25,76,2:42.340
3,26,67,2:43.620
3,27,62,2:44.690
3,28,55,2:45.780
3,29,48,2:47.90
6,40,181,2:52.290
6,41,162,2:53.420
6,42,151,2:54.590
6,43,133,2:55.680
6,44,118,2:56.940
6,45,103,2:58.30
6,46,90,2:59.220
6,47,81,3:0.280
6,48,75,3:1.820
6,49,65,3:3.130
6,50,58,3:4.330
3,30,83,3:9.280
3,31,75,3:10.440
3,32,70,3:11.520
3,33,60,3:12.570
3,34,52,3:13.730
3,35,47,3:14.940
0,20,91,3:19.620
0,21,82,3:20.790
0,22,72,3:22.60
0,23,64,3:23.250
0,24,59,3:24.550
0,25,52,3:25.660
0,26,47,3:26.900
6,51,184,3:31.130
6,52,171,3:32.330
6,53,149,3:33.660
6,54,134,3:34.710
6,55,121,3:35.840
6,56,108,3:37.690
6,57,94,3:39.190
6,58,85,3:40.580
6,59,78,3:41.860
6,60,70,3:43.50
6,61,62,3:44.170
6,62,53,3:45.320
6,63,47,3:46.560
3,36,118,3:51.90
3,37,105,3:52.560
3,38,94,3:53.630
3,39,85,3:54.930
3,40,76,3:56.110
3,41,69,3:57.150
3,42,62,3:58.210
3,43,54,3:59.300
3,44,46,4:0.420
3,45,41,4:1.780
0,27,84,4:7.110
0,28,76,4:8.380
0,29,70,4:9.560
0,30,64,4:10.610
0,31,55,4:11.750
0,32,50,4:12.880
6,64,182,4:17.290
6,65,168,4:18.600
6,66,152,4:19.780
6,67,137,4:20.920
6,68,122,4:22.210
6,69,110,4:23.520
6,70,95,4:24.670
6,71,83,4:25.920
6,72,73,4:27.140
6,73,66,4:28.460
6,74,59,4:29.810
6,75,54,4:31.210
3,46,100,4:35.620
3,47,90,4:36.930
3,48,78,4:38.250
3,49,69,4:39.620
3,50,63,4:40.910
3,51,56,4:42.50
3,52,47,4:43.270
6,76,150,4:47.860
6,77,133,4:49.150
6,78,121,4:50.430
6,79,111,4:51.790
6,80,100,4:53.20
6,81,86,4:54.240
6,82,76,4:55.450
6,83,70,4:56.650
6,84,62,4:57.950
6,85,57,4:59.170
-1,-1,14351,undefined

difficulty
1
1
2
